FROM_TIPLOC,TO_TIPLOC,DISTANCE,ELECTRIC,PASSENGER_USE,LINE_CODE
SEVNS27,STOTS16,6,O,?,ML
SEVNS29,STMFDHL,428,O,Y,USY
SEVNSIS,BRUCGRV,966,O,Y,DSY
SEVNSIS,SEVNS27,160,O,?,ML
SEVNSIS,SEVNS29,160,O,Y,USY
SEVS349,SEVTNLJ,1500,N,Y,RL
SEVT228,SEVS349,701,N,Y,RL
SEVT730,MAGOR,2000,N,Y,RL
SEVTNLE,PILNING,1738,N,?,UT
SEVTNLE,PILNUGL,632,?,?,UPL
SEVTNLE,SEVTNLW,8126,N,Y,DT
SEVTNLJ,CDCOT,1186,N,Y,UM
SEVTNLJ,MAGOR,3701,N,Y,ML
SEVTNLJ,SEVT730,1701,N,Y,RL
SEVTNLJ,SEVTUGL,1147,N,Y,UT
SEVTNLW,SEVTNLE,8126,N,Y,UT
SEVTNLW,SEVTNLJ,1811,N,Y,DT
SEVTUGL,SEVTNLW,664,N,Y,UT
SEYMORJ,HLLNJN,2495,N,N,OO
SFLTJN,EBSFEJN,2600,O,Y,UCTR
SFLTJN,FAWKHMJ,5809,?,Y,UPW
SFLTJN,SFLTX,600,O,Y,DNC
SFLTX,SFLTJN,600,O,Y,UPC
SFLTX,SNGWLP,1300,O,Y,DNC
SFRTHAL,BOOTLNS,1609,3,Y,USP
SFRTHAL,WLOO,1709,3,Y,DSP
SFRTHCT,LVRPGDE,200,N,N,GL
SFRTMDH,SFRTGBF,200,N,N,GL
SFRTMDH,SFRTHCT,200,N,N,GL
SGFORD,CBARPAR,1207,N,Y,OO
SGFORD,GFORDSJ,664,N,Y,OO
SGHTHE,SPRNGBN,201,O,Y,ML
SGHTHE,STEPPS,6006,O,Y,OO
SGHTHWJ,CWLRSSJ,536,O,Y,OO
SGHTHWJ,CWLRSWJ,643,O,Y,SPR
SGHTHWJ,SPRNGBN,161,O,Y,ML
SGOS,BENTMET,3219,?,?,[2]
SGOS,NWCSRC,1127,?,?,[1]
SGOS,NWCSTLL,7242,?,?,[1]
SGRLOAF,CYNGHRD,6237,N,Y,U&D
SGRLOAF,LLWRTYW,4466,N,Y,U&D
SHADWEL,SHADXO,66,3,Y,E
SHADWEL,WAPPING,480,3,Y,E
SHADXO,SHADWEL,66,3,Y,E
SHADXO,WCHAPEL,544,3,Y,E
SHAL341,CHLWTH,2758,N,Y,OO
SHALFD,SHAL341,200,N,Y,OO
SHALFD,SHALFDJ,1187,N,Y,DML
SHALFDJ,FRNCMB,3179,3,Y,OO
SHALFDJ,GUILDFD,1912,3,Y,ML
SHALFDJ,SHALFD,1187,N,Y,UML
SHAMPTN,AVONMTH,2575,N,Y,UDM
SHANKLN,LAKEIOW,1709,?,Y,OO
SHAP148,SHAPHQJ,3179,O,Y,ML
SHAPDGL,SHAPSTW,20,?,N,OO
SHAPDGL,_SHAPSN,20,?,N,OO
SHAPFHH,SHAPDGL,20,?,N,OO
SHAPHNQ,SHAPHNS,300,?,N,OO
SHAPHNS,CLFT,8791,O,Y,ML
SHAPHNS,SHAP148,502,O,Y,OO
SHAPHQJ,HRDQFHH,600,O,N,OO
SHAPHQJ,HRDQGBF,1610,O,N,OO
SHAPHQJ,SHAPHNS,3681,O,Y,ML
SHAPHQJ,_SHAPSN,2092,O,Y,ML
SHAPSMT,_SHAPSN,20,O,Y,ML
SHAPSMT,_SHAPSS,20,?,N,UGL
SHAPSMT,_SHAPSS,20,O,Y,ML
SHAPUGL,SHAPSMT,20,?,N,OO
SHAWFD,ELGHABK,4748,3,Y,FL
SHAWFD,ELGHABK,4748,3,Y,SL
SHAWFD,SHAWFDJ,1107,3,Y,UFL
SHAWFDJ,SHAWFD,1107,3,Y,FL
SHAWFDJ,SHAWFD,1107,3,Y,SL
SHAWFDJ,WNCHSTR,3942,3,Y,FL
SHBN,CHFN,3439,?,Y,DN
SHBN,SHBNSJN,745,?,Y,OO
SHBNSJN,GSCGNWJ,1770,?,Y,OO
SHBNSJN,MILFDY,1545,?,Y,OO
SHBNSJN,SHBN,745,?,Y,OO
SHBRGBF,SHBRYMD,0,?,N,OO
SHBRYCS,SHBRGBF,6437,?,N,OO
SHBRYLJ,SHBRYCS,805,?,N,OO
SHBRYLJ,SHBRYNS,805,O,Y,DMV
SHBRYLJ,THOPBAY,1755,O,Y,UMV
SHBRYNS,SHBRYCS,1610,?,N,OO
SHBRYNS,SHBRYLJ,805,O,Y,UMV
SHCK414,FULWELJ,544,3,Y,OO
SHCK416,SHCKLGJ,5,3,Y,_OO
SHCKLGJ,SHCK413,200,3,Y,OO
SHCKLGJ,SHCK414,200,3,Y,OO
SHCKLGJ,SHCK416,5,3,Y,OO
SHCKLGJ,STRWBHD,402,?,N,OO
SHCKLGJ,STRWBYH,403,3,Y,Kingston
SHDN,BSAUKLD,4727,N,Y,OO
SHDN,NWTA,3178,N,Y,OO
SHEETSJ,CDON,4647,N,Y,DM
SHEETSJ,LNGEATN,1005,N,Y,ML
SHEETSJ,TRENT,756,N,Y,OO
SHEETSJ,TRENTJ,844,N,Y,FL
SHEFARE,ATTRCLI,995,O,Y,
SHEFARE,BRGLVAL,720,O,Y,
SHEFCAS,SHEFCAT,210,O,Y,
SHEFCAS,SHEFFIT,132,O,Y,
SHEFCAT,SHEFCAS,210,O,Y,
SHEFCIR,NNRYSQU,588,O,Y,
SHEFCIR,SHEFHYD,353,O,Y,
SHEFFHS,SHEFFLD,501,?,?,[2]
SHEFFHS,SHEFFLD,501,N,N,[1]
SHEFFIT,SHEFCAS,132,O,Y,
SHEFFIT,SHEFHYD,965,O,Y,
SHEFFLD,NNRYMLJ,744,N,Y,DM
SHEFFLD,SHEFS82,501,N,Y,UM
SHEFFLD,SHEFSDG,200,N,N,OO
SHEFFLD,SHEFSRF,442,?,?,[1]
SHEFHYD,SHEFCIR,353,O,Y,
SHEFHYD,SHEFFIT,965,O,Y,
SHEFS77,SHEFFLD,1916,?,?,DM
SHEFS77,SHEFS81,1207,N,Y,DPL
SHEFS81,SHEFFLD,709,N,Y,DPL
SHEFS82,HEELEY,2315,N,Y,UM
SHELFD,SHPRTBJ,756,O,Y,DML
SHELFD,WTLEFDR,5311,O,Y,UL
SHEN140,SHENFLD,450,O,Y,UPL
SHEN517,MNTNJN,161,O,Y,ML
SHEN538,SHENFLD,50,O,Y,ML
SHENFLD,INGTSTN,5551,O,Y,ML
SHENFLD,SHEN517,2092,O,Y,ML
SHENFLD,SHENFMS,289,?,N,S1
SHENFLD,SHENFUL,111,?,Y,UL
SHENFLD,SHENLEJ,161,O,Y,EL
SHENFLD,SHENLEJ,161,O,Y,ML
SHENFLD,SHENUPS,402,?,N,
SHENFMS,SHEN528,0,O,Y,ML
SHENFUL,SHENLEJ,50,?,Y,UL
SHENLEJ,BRTWOOD,1610,O,Y,EL
SHENLEJ,BRTWOOD,1610,O,Y,ML
SHENLEJ,SHENFLD,161,O,Y,EL
SHENLEJ,SHENFLD,161,O,Y,P6
SHENLEJ,SHENFLD,161,O,Y,ML
SHEPRTN,SHEPUSD,5,?,?,OO
SHEPRTN,UHALIFD,2394,?,?,OO
SHERBRN,TMPCMB,9696,N,Y,UML
SHERBRN,YOVI721,7320,N,Y,DML
SHFD,PLMDDC,483,?,N,DCD
SHFD,PLMDDHS,321,?,N,OO
SHFD,PLMDIEE,1328,O,Y,FL
SHFD,PLMDIEE,1328,O,Y,SL
SHFD,RTHGNCJ,966,O,Y,FL
SHFD,RTHGNWJ,241,O,Y,SL
SHFTHLJ,ARKS814,3601,?,?,ML
SHFTHLJ,HYWDJN,1810,?,Y,BRANCH
SHFTHLJ,JNCROFT,643,O,Y,ML
SHIFNAL,COSFORD,5532,N,Y,OO
SHIFNAL,MADEJN,3119,N,Y,OO
SHIL475,WISHAWC,202,O,Y,SNG
SHIL483,SHILGB,667,O,Y,ML
SHILDMR,MOTHRWL,2655,O,Y,OO
SHILDMR,SHIL475,1005,O,Y,TMP
SHILDMR,SHILGB,1307,O,Y,OO
SHILDMT,SHILDMR,1257,?,N,SDG
SHILDMT,SHILGB,50,?,N,OO
SHILGB,LAWJ,4667,O,Y,OO
SHILGB,SHILDMR,1307,O,Y,OO
SHIP,HEREFRD,2754,N,Y,ML
SHIP,LDBURY,19409,N,Y,OO
SHIP,MRTNONL,4828,N,Y,OO
SHIRLEY,WHLE,1488,?,Y,OO
SHIRLEY,YRDLYWD,1971,?,Y,OO
SHLDJN,DUMBRCK,1206,O,Y,DCK
SHLDJN,GLGCBSJ,1706,O,Y,UA
SHLDJN,GLGSLYE,804,N,Y,ML
SHLDJN,GWSTJN,2000,O,Y,DA
SHLDJN,TERMJGW,1609,O,Y,UCD
SHLDJN,TERMJGW,1609,O,Y,TS
SHLDSMD,SHLDJN,300,?,N,L1
SHLDSMD,SHLDJN,300,?,N,L2
SHLDSMD,SHLDNO1,300,?,N,OO
SHLIER,MORDENS,757,3,Y,OO
SHLIER,SHLIERG,100,3,Y,DSH
SHLIERG,SUTTONC,1470,3,Y,DSH
SHMPSTD,CMDNJN,1548,3,Y,DC
SHMPSTD,KLBRNHR,966,3,Y,DC
SHNS,BLKST,3984,O,Y,OO
SHNS,LCHC,4708,O,Y,OO
SHOLING,NETLEY,2958,3,Y,OO
SHOLING,WOLSETC,623,3,Y,OO
SHOTNPC,DMARSHJ,2817,N,Y,OO
SHOTNPC,NESTON,5251,N,Y,OO
SHOTTHL,HAWARDN,3541,N,Y,OO
SHOTTHL,HAWDNBG,1851,N,Y,OO
SHOTTON,RCKCLFH,3159,N,Y,ML
SHOTTON,SLNYJN,9415,N,Y,ML
SHPCTLJ,BRGLJN,865,N,N,OO
SHPCTLJ,TINSLSJ,844,N,N,OO
SHPCTLJ,TINSLYY,1992,N,N,OO
SHPDSB,KENOLYM,804,3,Y,UWL
SHPDSB,NPLE813,1351,3,Y,DWL
SHPLAKE,HNLYOT,2998,N,Y,OO
SHPRTBJ,CAMB147,2720,O,Y,SL
SHPRTBJ,CAMB149,2720,O,Y,DML
SHPRTBJ,FOXTON,7016,O,Y,OO
SHPRTBJ,SHELFD,756,O,Y,UML
SHPRTH,FOXTON,1819,O,Y,OO
SHPRTH,MELDRTH,3058,O,Y,OO
SHPSHLA,BRIXTON,563,3,Y,OO
SHPSHLA,CLPHHS,946,3,Y,AL
SHPSHLA,DENMRKH,2032,3,Y,AL
SHPSHLA,VOLTRDJ,1106,3,Y,OO
SHPY,SHPYDJN,502,O,Y,USM
SHPY,SHPYSJN,160,O,Y,RVL
SHPY,SHPYSJN,160,O,Y,DBM
SHPY,SHPYWJN,241,O,Y,UBM
SHPY,SHPYWJN,241,O,Y,ML
SHPYCE,SHPY,603,O,N,[1]
SHPYCE,SHPYCEA,35,?,?,[2]
SHPYCEA,SHPYCE,75,?,?,[1]
SHPYDJN,APERLYB,1468,O,Y,OO
SHPYDJN,BAILDON,1851,O,Y,OO
SHPYDJN,SHPY,502,O,Y,DSM
SHPYESJ,BAILDON,3500,O,Y,OO
SHPYESJ,GUISELY,1409,O,Y,D
SHPYESJ,SHPYSPJ,562,O,Y,OO
SHPYSJN,FRZNGHL,1328,O,Y,OO
SHPYSPJ,APERLYJ,3239,O,Y,Branch
SHPYSPJ,SHPYESJ,562,O,Y,OO
SHPYWJN,SAIR,945,O,Y,OO
SHPYWJN,SHPY,241,O,Y,UML
SHRBDAV,SHRBWJ,7,N,N,[1]
SHRBREJ,LGWITH,1562,N,Y,OO
SHRBREJ,SHRBWJ,966,N,Y,OO
SHRBROK,MFLDWSE,4538,N,Y,OO
SHRBROK,SHRBWJ,160,N,Y,OO
SHRBWJ,SHRBREJ,966,N,Y,OO
SHRBWJ,SHRBROK,160,N,Y,OO
SHRBWJ,WARSOPJ,905,N,N,OO
SHRDHST,HOXTON,690,3,Y,E
SHRDHST,WCHAPEL,710,3,Y,E
SHRGHAM,SHRGNNR,121,N,?,OO
SHRHMBS,LNCG,3863,3,Y,OO
SHRHMBS,STHWICK,2374,3,Y,OO
SHRKSEJ,SHRKSWJ,925,N,Y,OO
SHRKSEJ,WODENDJ,784,N,Y,OO
SHRKSEJ,WORK621,302,?,?,[2]
SHRKSEJ,WORKSOP,1528,?,?,OO
SHRKSEJ,WORKSUR,611,N,Y,OO
SHRKSKS,BRCLEJN,1589,N,Y,OO
SHRKSKS,SHRKSWJ,805,N,Y,OO
SHRKSWJ,SHRKSEJ,925,N,Y,OO
SHRKSWJ,SHRKSKS,805,N,Y,OO
SHRMKT,EYNSFD,3620,3,Y,OO
SHRMKT,OTFORD,2313,3,Y,OO
SHRNFHH,SHRNGBR,20,?,N,OO
SHRNSME,SHRNFHH,35,?,N,OO
SHRNSOS,QUENBRO,3158,3,Y,OO
SHRNSOS,SHRNSSW,804,?,N,OO
SHRNSSW,SHRNSME,5,?,N,OO
SHRTLND,BROMLYS,1368,3,Y,FL
SHRTLND,BROMLYS,1368,3,Y,SL
SHRTLND,SHRTLNJ,523,3,Y,SL
SHRTLND,SHRTLNJ,523,3,Y,FL
SHRTLNJ,BCKNHMJ,1689,3,Y,OO
SHRTLNJ,RBRN,643,3,Y,URC
SHRTLNJ,RBRN,643,3,Y,UCL
SHRTLNJ,SHRTLND,523,3,Y,SL
SHRTLNJ,SHRTLND,523,3,Y,FL
SHRW15,SHRWSBJ,0,N,Y,ML
SHRW34,SHRWEBJ,725,N,Y,UM
SHRWBAF,SHRWAFS,30,?,N,OO
SHRWBAF,SHRWBY,603,N,Y,RVL
SHRWBAF,SHRWBY,603,N,Y,ML
SHRWBAF,SHRWEBJ,100,N,?,OO
SHRWBAF,WELNGTN,15932,N,Y,OO
SHRWBCB,HRLSCTX,2616,N,Y,OO
SHRWBCB,SHRWBCJ,938,N,Y,UM
SHRWBCJ,GOBOWEN,28948,N,Y,DM
SHRWBCJ,SHRWBCB,938,N,Y,DM
SHRWBCJ,SHRWBCB,938,N,Y,DSDG
SHRWBCJ,SHRWBY,221,N,Y,UM
SHRWBCJ,SHRWBY,221,N,Y,UPL
SHRWBCJ,SHRWBY,221,N,Y,UDM
SHRWBY,SHRWBAF,603,N,Y,ML
SHRWBY,SHRWBCJ,221,N,Y,RL
SHRWBY,SHRWBCJ,221,N,Y,ML
SHRWBY,SHRWEBJ,483,N,Y,DM
SHRWCSS,COLHACE,78,?,N,OO
SHRWEBJ,SHRWBAF,100,N,?,OO
SHRWEBJ,SHRWBY,483,N,Y,UM
SHRWEBJ,SHRWSBJ,805,N,Y,OO
SHRWSBJ,COLHACE,74,?,N,OO
SHRWSBJ,DORNGTN,8852,N,Y,ML
SHRWSBJ,SHRW15,0,N,Y,DM
SHRWSBJ,SHRW34,80,N,Y,UM
SHTLPWY,SHTLTNL,37,?,Y,OO
SHTLSCE,SHTLTNL,693,?,N,OO
SHTLSTN,CNTY,1288,O,Y,OO
SHTLSTN,SHTLTNL,482,O,Y,OO
SHTLTNL,GARROWH,1610,O,Y,OO
SHTLTNL,SHTLSTN,482,?,N,DGL
SHTLTNL,SHTLSTN,482,O,Y,OO
SHTT,BENHARJ,4445,N,Y,OO
SHTT,HRTW,2574,N,Y,OO
SHVN,CAARMNT,8609,N,Y,OO
SHVN,NWHL,9173,N,Y,OO
SHWFAIR,KGSGJN,2211,N,Y,OO
SHWFAIR,NCRASJN,1178,N,Y,OO
SHWLNDS,MAXWLPK,1066,O,Y,OO
SHWLNDS,PLKSHWE,603,O,Y,OO
SIBSEY,BELWTRJ,10642,N,Y,OO
SIBSEY,BOSTON,7705,?,Y,OO
SIDC538,ALBNYPK,1358,3,Y,ML
SIDCUP,NWELTHM,2434,3,Y,OO
SIDCUP,SIDC538,150,3,Y,ML
SIDCUP,SIDCUPS,804,?,N,
SILCRFT,BOOTLE,8409,N,Y,OO
SILCRFT,MLLM,5130,N,Y,OO
SILEBY,SILEBYJ,603,N,Y,SL
SILEBY,SYSTNNJ,3722,N,Y,SL
SILEBYJ,BAROWOS,2656,N,Y,SL
SILEBYJ,MOUNGBR,1000,N,Y,FL
SILEBYJ,SILEBY,603,N,Y,SL
SILEBYJ,SYSTNSJ,4989,N,Y,FL
SINFINC,SINFINS,725,N,N,OO
SINGER,DALMUIR,1408,O,Y,OO
SINGER,DRUMRY,1508,O,Y,US
SIVRST,EDMNGRN,805,O,Y,DSY
SIVRST,WHHRTLA,1029,O,Y,USY
SIXMBTM,FULBRNE,5439,N,Y,OO
SKEGNES,HAVENHS,5169,N,Y,OO
SKELTNB,SKELTON,2313,O,Y,FL
SKELTNB,SKELTON,2313,O,Y,SL
SKELTNB,TOLERTN,10239,O,Y,SL
SKELTNB,TOLERTN,10239,O,Y,FL
SKELTON,POPLTON,1951,N,Y,OO
SKELTON,SKELTNB,2313,O,Y,SL
SKELTON,SKELTNB,2313,O,Y,FL
SKELTON,YORK,2635,O,Y,FL
SKELTON,YORK252,200,?,?,SL
SKELTON,YORKUPA,704,O,N,SDG
SKELTON,YORKYNF,945,?,N,OO
SKENTON,KTON,1389,4,Y,DC
SKENTON,NWEMBLY,926,4,Y,DC
SKEWEN,LLNSMLT,3420,N,Y,OO
SKEWEN,NEATH,2616,N,Y,OO
SKIRBYJ,HEMSWTH,2394,O,Y,ML
SKIRBYJ,MORTHRP,1107,N,Y,Branch
SKIRBYJ,SELMSAL,2133,O,Y,OO
SKLTJN,DENSGTJ,705,N,Y,OO
SKLTJN,NTHNDNJ,5612,N,Y,OO
SKLTJN,PRTNTNJ,50,?,?,OO
SKLWJN,ADWICKJ,1389,N,N,Branch
SKLWJN,APLHRSJ,4185,N,N,OO
SKLWJN,CRCRFTJ,1187,N,N,Branch
SKPT,SKPT549,600,O,Y,USM
SKPT,SKPTSNJ,402,?,Y,[1]
SKPT,SKPTSNJ,402,O,Y,[3]
SKPT,SKPTSNJ,402,O,Y,[2]
SKPT031,SKPT,600,O,Y,DSM
SKPT046,SKPT,805,O,Y,OO
SKPT549,CONONLY,4248,O,Y,OO
SKPTBCS,SKPT,604,?,N,OO
SKPTDSS,SKPT,422,O,N,[1]
SKPTSNJ,GRGRAVE,5592,O,Y,ML
SKPTSNJ,RYLSGBF,14584,O,Y,
SKSCMN,DODWRTH,2455,N,Y,OO
SKSCMN,PENISTN,4889,N,Y,OO
SLADEGD,SLADGEX,200,3,N,OO
SLADEGN,CRFDCKJ,724,3,Y,DM
SLADEGN,ERITH,1850,3,Y,UM
SLADEGN,ERITHLP,120,3,Y,UEL
SLADEGN,SLADGD,162,3,N,OO
SLADGD,SLADEGD,200,3,N,OO
SLADGEX,CRFDCKJ,162,?,N,S
SLADGEX,SLADGD,400,3,N,OO
SLADGEX,SLADGEH,281,?,N,OO
SLADGUS,SLADEGN,300,3,N,OO
SLAT675,SLATFDJ,91,N,Y,OO
SLAT972,HAYMREJ,1000,O,Y,ML
SLAT975,SLATFDJ,0,O,Y,S
SLATEFD,KNGW,1409,O,Y,OO
SLATEFD,SLATFDJ,160,O,Y,DMV
SLATFCS,SLATFDD,41,?,N,OO
SLATFDD,SLATFDJ,321,?,N,ML
SLATFDD,SLATRCE,157,?,N,OO
SLATFDJ,CRLORTJ,724,N,Y,OO
SLATFDJ,SLAT972,180,O,Y,ML
SLATFDJ,SLAT974,2,?,N,OO
SLATFDJ,SLAT975,0,O,Y,N
SLATFDJ,SLATEFD,160,O,Y,OO
SLATRCE,SLAT974,15,?,N,SDG
SLATRCE,SLATFCS,198,?,N,OO
SLCT,ARDRSSB,1267,O,Y,OO
SLCT,STVNSTN,2213,O,Y,OO
SLDLJN,HTNOJN,4626,O,Y,FL
SLDLJN,LNGSDGL,1307,O,Y,SL
SLDLJN,LNGSGHT,900,?,N,OO
SLDLJN,LNGSTN,1907,O,Y,FL
SLDLJN,LVHM,905,O,Y,SL
SLDLJN,MLDTHRD,2353,O,Y,Styal
SLEFD,RAUCEBY,3500,N,Y,OO
SLEFD,SLEFDNJ,3781,N,Y,OO
SLEFD,SLEFDUS,405,?,?,[1]
SLEFDNJ,RSKNGTN,3560,N,Y,OO
SLEFDNJ,SLEFDSJ,2212,N,Y,UA
SLEFDSJ,GOSBLOT,11022,N,Y,ML
SLEFDSJ,SLEFD,1830,?,?,[1]
SLEFDSJ,SLEFDNJ,2212,N,Y,DA
SLEFDTS,SLEFD,57,?,?,[1]
SLEGHTS,GROSNYM,3138,N,Y,OO
SLEGHTS,RUSWARP,2574,N,Y,OO
SLEHOPE,FOBBING,5064,O,Y,OO
SLEHOPE,THMSHVJ,901,O,Y,OO
SLEIESB,IRNVLJN,2776,N,N,UK
SLEIESB,PINXTON,1006,N,N,DK
SLFDCT,BRNDASJ,1830,O,Y,Bolton
SLFDCT,ORDSLLJ,1327,O,Y,UB
SLFDCT,SLFDORD,1609,O,Y,ML
SLFDCT,SWNT,5330,N,Y,ML
SLFDORD,MNCRDST,543,O,Y,ML
SLFDORD,MNCRDST,543,O,Y,UCM
SLFDORD,ORDSCSJ,400,O,Y,UOC
SLFDORD,ORDSLLJ,423,O,Y,DCM
SLFDORD,SLFDCT,1609,O,Y,ML
SLHRSTD,NORWDJ,1609,?,N,L1
SLHRSTD,SDEPFA,0,?,N,ARN
SLHRSTD,SELHRST,2413,?,N,UDEP
SLHRSTD,SLHRSTF,1609,?,N,
SLHRSTD,SLHRTS2,0,?,N,UARR
SLHRSTD,SLHRTS4,0,?,N,DEP
SLHRT76,SLHRSTD,1413,?,N,UARR
SLHRTS2,SLHRSTD,0,?,N,UARR
SLHRTS4,SLHRSTD,0,?,N,DEP
SLIGHTJ,LBRDFJN,2450,O,Y,UNB
SLIGHTJ,MADELEY,16400,O,Y,SL
SLIGHTJ,YFIELDJ,2000,O,Y,DNB
SLKSTRJ,HDON,1468,O,Y,SL
SLKSTRJ,HDON,1468,O,Y,UHL
SLKSTRJ,MLHB,2333,O,Y,SL
SLNYJN,CHSTRJN,1429,N,Y,ML
SLNYJN,RSSTTJN,8892,N,Y,OO
SLNYJN,SHOTTON,9415,N,Y,ML
SLOCHD,CARRBDG,8530,N,Y,OO
SLOU161,SLOUGH,80,?,?,EU
SLOU538,SLOU161,57,?,?,EL
SLOUGH,DOLPHNJ,1911,O,Y,ML
SLOUGH,DOLPHNJ,1911,O,Y,RL
SLOUGH,SLOUGHW,917,O,Y,RL
SLOUGH,SLOUGHW,917,O,Y,ML
SLOUGHW,BNHAM,3120,O,Y,RL
SLOUGHW,SLOUEST,279,?,N,GL
SLOUGHW,SLOUGH,917,O,Y,RL
SLOUGHW,SLOUGH,917,O,Y,ML
SLOUGHW,SLOUGHY,0,?,?,GL
SLOUGHW,SLOUGHY,0,O,Y,RL
SLOUGHW,TAPLOW,5566,O,Y,ML
SLOUGHY,SLOUGHW,0,?,Y,GL
SLOUGHY,SLOUGHW,0,O,Y,RL
SLSB215,SLSBRYY,500,N,Y,OO
SLSB217,SLSBTJN,947,N,Y,UML
SLSB240,WILTONJ,2293,N,Y,OO
SLSB43,SLSBRY,241,N,Y,OO
SLSB52,SLSBRY,503,N,Y,OO
SLSBECS,SLSBRY,804,?,?,SL
SLSBECS,SLSBRY,804,?,?,NL
SLSBRCL,SLSBRY,648,?,?,EL
SLSBRCL,SLSBRYD,480,?,?,OO
SLSBRY,SLSB215,366,N,Y,OO
SLSBRY,SLSB217,804,N,Y,OO
SLSBRY,SLSB240,804,N,Y,OO
SLSBRY,SLSBRCL,648,?,?,WL
SLSBRY,SLSBYWE,232,N,Y,
SLSBRYY,SLSBTJN,885,?,?,OO
SLSBTJN,LSTOKNJ,624,N,Y,ML
SLSBTJN,LSTOKSJ,443,N,Y,UML
SLSBTJN,SLSB43,1510,N,Y,DML
SLTHWTE,MRSN,4024,N,Y,UM
SLTHWTE,SPWDJN,7261,N,Y,OO
SLTLYGB,BHAMSYJ,400,N,N,OO
SLTLYHS,SLTLYDS,50,N,N,OO
SLTLYHS,SLTLYGB,2,N,N,OO
SLTLYPB,BHAMSYJ,402,?,?,UDS
SLTLYPB,BHAMSYJ,402,?,?,UDT
SLTLYPB,BHAMSYJ,402,N,Y,UDF
SLTLYPB,LNDRSTJ,402,N,Y,ML
SLTMRSH,GLBRDYK,6035,?,Y,OO
SLTMRSH,GOOLE,4768,?,Y,OO
SLWDJN,DOLMORS,704,?,N,SDG1
SLWDJN,DOLMORS,704,?,Y,DM
SLWDJN,FLKSTNW,4827,3,Y,OO
SLWDJN,SDLG,1609,3,Y,OO
SMALBRK,RYDS,1589,?,Y,P2
SMALBRK,RYDS,1589,?,Y,P1
SMARGRT,RYEHOUS,2156,O,Y,OO
SMARGRT,WARE,2784,O,Y,OO
SMBG,LITLBRO,1710,N,Y,ML
SMBG,RCHD25,2559,N,Y,ML
SMEE719,HERRNGE,2816,3,Y,ML
SMERTON,MORDENS,1029,3,Y,OO
SMERTON,WIMLCHS,950,3,Y,OO
SMHLTUN,HBROOMS,4165,3,Y,OO
SMHLTUN,TONBDG,1227,3,Y,UH
SMILFD,GSCGNWJ,2212,?,Y,OO
SMILFD,MCKLFLD,5070,?,Y,OO
SMINCGB,SMINSTR,800,?,N,OO
SMINSTR,BRNMONC,3218,O,Y,U&DS
SMLHLAG,SMLHGBR,108,N,N,UDG
SMLHLAG,SMLHTH,108,N,N,N
SMLHTH,BRDS,1590,N,Y,SH
SMLHTH,BRDSLSJ,1066,N,Y,ML
SMLHTH,BRDSLYL,402,N,N,GL
SMLHTH,BRDSMAT,323,N,N,UDG
SMLHTH,SMLHLAG,108,N,N,S
SMLHTH,SMLHTHS,502,N,N,UGL
SMLHTH,SMLHTHS,502,N,Y,FL
SMLHTH,SMLHTHS,502,N,Y,SH
SMLHTHS,SMLHTH,502,N,N,UDG
SMLHTHS,SMLHTH,502,N,Y,FL
SMLHTHS,SMLHTH,502,N,Y,SH
SMLHTHS,TYSL,805,N,Y,FL
SMLHTHS,TYSL,805,N,Y,SL
SMLHTHS,TYSLSDG,804,N,N,UTS
SMRLYTN,HADISCO,2639,N,Y,OO
SMRLYTN,OULTNBN,6533,N,Y,OO
SMTHKRS,GALTONJ,684,O,Y,OO
SMTHKRS,SOHONJ,1609,O,Y,OO
SMTHWKW,GALTINT,322,N,Y,Galton
SMTHWKW,GALTONJ,322,O,Y,Stourbridge
SMTHWKW,LGRN,1786,N,Y,Stourbridge
SNAITH,RAWCLIF,4466,N,Y,OO
SNBKJN,BEDFDN,9997,?,Y,SL
SNBKJN,BEDFDN,9997,?,Y,FL
SNBKJN,WLNGBRO,13658,?,Y,FL
SNBKOV,SNBKJN,5331,?,Y,SL
SNDHRST,BCKWATR,2494,N,Y,OO
SNDHRST,CRWTHRN,2494,N,Y,OO
SNDOWN,BRDING,2957,?,Y,OO
SNDP,BROMLYN,704,3,Y,OO
SNDP,GRVPK,1882,3,Y,OO
SNDRLND,SNDRMNK,1610,O,Y,DS
SNDRLND,SNDRSTH,403,O,Y,US
SNDRMNK,SNDRLND,1610,O,Y,US
SNDRMNK,STDI,965,O,Y,OO
SNDRMS,SNDRSTH,363,O,N,OO
SNDRSTH,CIVI,1368,O,Y,USH
SNDRSTH,RYHPGRN,2755,?,Y,OO
SNDRSTH,SNDRBDS,402,O,N,S2
SNDRSTH,SNDRLND,403,O,Y,DS
SNDW363,DUDLPT,2172,O,Y,OO
SNDWDUD,GALTILL,2071,O,Y,OO
SNDWDUD,SNDW363,1066,O,Y,OO
SNDY,BIGLSWD,4767,O,Y,SL
SNDY,SNDYFD,10,?,?,GL
SNDY,SNDYPL1,804,O,Y,FL
SNDY,STNE309,11480,O,Y,SL
SNDY,STNEOTS,12230,O,Y,FL
SNDYFD,SNDY,39,?,?,GL
SNDYPL1,BIGLSWD,3963,O,Y,FL
SNDYUPS,SNDY,804,?,N,OO
SNGT,ETCHNGM,5793,3,Y,OO
SNGT,WADH432,5350,3,Y,UH
SNGWLP,SFLTX,1300,O,Y,UPC
