FROM_TIPLOC,TO_TIPLOC,DISTANCE,ELECTRIC,PASSENGER_USE,LINE_CODE
DUFIELD,BELPER,4164,N,Y,ML
DUFIELD,BREADSL,3821,N,Y,ML
DUFRYNW,GOWERTN,5692,N,Y,ML
DUFRYNW,LLDELOJ,820,N,Y,OO
DUKEST,ALXPD,543,O,Y,OO
DUKEST,BLGRVE,905,O,Y,OO
DULNGHM,SIXMBTM,4607,N,Y,OO
DUMBRCK,CKHLCSJ,643,O,Y,DCK
DUMBRCK,SHLDJN,1206,O,Y,UCK
DUMBRCK,SHLDNO1,906,?,N,OO
DUMFRES,DUMFRSJ,544,N,Y,UMV
DUMFRES,HLYW,5310,N,Y,OO
DUMFRSJ,ANNAN,24420,N,Y,ML
DUMFRSJ,DUMFRES,544,N,Y,DMV
DUMFRSY,DUMFRSJ,50,?,N,
DUMFUS,DUMFRSY,200,?,N,OO
DUMPTNP,BRSR,1951,3,Y,OO
DUMPTNP,RAM5143,884,3,Y,DT
DUNADPL,DUNANE,0,N,Y,DPL
DUNADRS,DUNANCE,50,?,N,OO
DUNANCE,DUNANE,50,N,Y,
DUNANE,BGOALAN,3380,N,Y,OO
DUNANE,DUNADPL,0,N,Y,DPL
DUNANE,DUNANSB,403,N,Y,ML
DUNANSB,GRNLNNG,9253,N,Y,OO
DUNBAR,OXWLCO,3235,O,Y,ML
DUNBAR,STENTON,7302,O,Y,DM
DUNBUCE,DUNBAR,100,?,N,OO
DUNDCJ,DUNDCJC,312,?,N,OO
DUNDCJ,DUNDETB,402,N,Y,ML
DUNDCJ,DUNDWTC,804,?,N,RL
DUNDCJ,INVGWRE,4827,N,Y,OO
DUNDCJ,TAYBDGS,3620,N,Y,OO
DUNDDMU,DUNDEHS,50,?,N,
DUNDECS,DUNDWRL,804,?,?,OO
DUNDEHS,DUNDWRL,402,?,N,SDG
DUNDETB,CMPRDNJ,1046,N,Y,DL
DUNDETB,DUNDCJ,402,N,Y,ML
DUNDWCE,DUNDWTC,100,?,N,WRL2
DUNDWRL,DUNDCJ,804,?,N,RL
DUNDWRL,DUNDHSH,1126,?,N,WRL
DUNDWRL,DUNDWTC,0,N,N,OO
DUNDWTC,DUNDWRL,0,?,N,WRL
DUNGENS,LYDCEGB,9,?,N,OO
DUNGENS,LYDDTWN,3419,?,N,OO
DUNKELD,DUNKUS,10,?,N,OO
DURSLEY,BRKRJUN,4023,N,Y,DC
DURSLEY,STNDSHJ,8971,N,Y,UC
DUXFORD,WTLESFD,1610,O,Y,DL
DVHL,BUXTNO1,4345,N,Y,ML
DVHL,CHEF,3721,N,Y,ML
DVNTYNJ,DVNTYSJ,1429,O,Y,OO
DVNTYNJ,HMTNJ,4385,O,Y,DNL
DVNTYSJ,DIRFBRF,705,?,N,OO
DVNTYSJ,DVNTYNJ,1429,O,Y,OO
DVNTYSJ,LNGBKBY,7402,O,Y,OO
DWBY,BATLEY,2152,N,Y,ML
DWBY,RTHP,2696,N,Y,ML
DWBYBC,DWBYEJN,544,?,N,OO
DWBYEJN,HLYMAJN,745,N,Y,DL&Y
DWBYEJN,THHLNWJ,2636,N,Y,OO
DWBYTIL,DWBYEJN,805,?,?,[1]
DWBYTIL,DWBYGBR,50,?,N,
DWLEYLP,HTRWAJN,483,?,?,UGL
DYCE,DYCERFM,181,?,N,
DYCLJN,GRTLNDJ,1787,N,Y,OO
DYCLJN,HLFX,1159,N,Y,OO
DYCLJN,MLNRYDJ,3460,N,Y,OO
DYFRYNA,TALB,1992,N,Y,U&D
DYNEGF,JERS470,521,?,N,GF
DYNEGF,JERSMJS,1521,?,N,OO
DYNEGF,NEATABW,50,?,N,OO
DYNEVRJ,CTSARTJ,1790,N,Y,OO
DYNEVRJ,DYNEGF,250,?,N,
DYNEVRJ,JERSMJN,1600,N,Y,OO
EALINGB,ACTONW,917,O,Y,ML
EALINGB,ACTONW,917,O,Y,RL
EALINGB,WEALING,1304,O,Y,RL
EALINGB,WEALING,1304,O,Y,ML
EARL136,SALFDS,2575,3,Y,SL
EARLFHH,ERLESDG,0,N,N,SDG1
EARLSWD,EARL136,402,3,Y,SL
EARLSWD,HORLEY,6618,3,Y,FL
EARLSWD,REDHILL,1508,3,Y,SL
EARLSWD,SNSTJN,11988,3,Y,QL
EASTBRK,COGAN,1590,N,Y,OO
EASTBRK,DINASP,1167,N,Y,OO
EASTHAM,BARKGLT,700,3,Y,E
EASTHAM,PLASTOW,900,3,Y,WB
EBBWJ,ALXNUDG,63,?,N,YRD
EBBWJ,EBWVSGF,301,N,Y,DRL
EBBWJ,GAERJ,1000,N,Y,RL
EBBWJ,GAERJ,1000,N,Y,ML
EBBWJ,MSHFILD,4280,N,Y,ML
EBBWJ,PRKJT,1086,N,Y,OO
EBOLDON,BRWHBEJ,2535,O,Y,OO
EBOLDON,SEABURN,3380,O,Y,OO
EBOLDUL,EBOLDON,0,?,?,[2]
EBOLDUL,EBOLDON,200,?,?,[1]
EBOURNE,EBOU501,402,?,N,CS
EBOURNE,HMPDNPK,3198,3,Y,OO
EBOUSID,EBOU501,1166,?,N,CS
EBOUSID,EBOUCS,858,?,N,CS
EBSFEJN,EBSFLTI,251,?,Y,UCTR
EBSFEJN,EBSFLTI,251,?,Y,1
EBSFEJN,EBSFLTI,251,?,Y,2
EBSFEJN,SFLTJN,2600,O,Y,DCTR
EBSFLTI,CPPITSD,1037,?,Y,SD2
EBSFLTI,EBSFEJN,251,?,Y,4
EBSFLTI,EBSFEJN,251,?,Y,DCTR
EBSFLTI,EBSFEJN,251,?,Y,3
EBSFLTI,EBSFWJN,1300,?,Y,UCTR
EBSFLTI,EBSFWJN,1300,?,Y,2
EBSFLTI,EBSFWJN,1300,?,Y,UI
EBSFLTI,EBSFWJN,1300,?,Y,NKL
EBSFLTI,SPHEADJ,181,?,Y,NKL
EBSFWJN,EBSFLTI,1300,?,Y,DCTR
EBSFWJN,EBSFLTI,1300,?,Y,3
EBSFWJN,EBSFLTI,1300,?,Y,4
EBSFWJN,EBSFLTI,1300,?,Y,NKL
EBSFWJN,WENGTNX,9600,?,Y,UCTR
EBWVPWY,EBWVTN,2000,N,Y,
EBWVSGF,MSHFILD,3907,N,Y,DRL
ECCLES,ECCLUGL,0,N,N,GL
ECCLES,ORDSLLJ,4647,O,Y,OO
ECCLES,PTRCRFT,1610,O,Y,ML
ECCLUGL,ECCLES,0,N,N,GL
ECCLUGL,WEASTEJ,1086,N,N,GL
ECKNGTL,ABTSWDJ,9511,N,Y,UM
ECLR,ATTLBON,5793,N,Y,OO
ECLR,HRLNGRD,4848,N,Y,OO
ECLRDJS,ECLREXC,402,N,N,OO
ECLRDJS,ECLRFHH,50,N,N,OO
ECLREXC,ECLR,805,N,N,DGL
ECLRFHH,ECLREXC,402,N,N,SDG
ECLSFLW,CHPLTWN,2495,N,Y,OO
ECLSFLW,MEADWHL,3902,N,Y,OO
ECPK,PRESCOT,1488,O,Y,DSH
ECPK,THHT,1528,O,Y,USH
ECRO065,WNDMLBJ,160,3,Y,FL
ECRO082,SCROYDN,743,3,Y,FL
ECROUS,ECROYDN,30,?,N,Dep
ECROYDN,ECRO065,644,3,Y,FL
ECROYDN,ECRO082,705,3,Y,FL
ECROYDN,SCROYDN,1448,3,Y,SL
ECROYDN,WNDMLBJ,804,3,Y,SL
EDALE,CHNLYEJ,7201,N,Y,ML
EDALE,EDALE16,2776,N,Y,ML
EDALE16,ERLESDG,3541,N,Y,ML
EDENVGL,CLFT,1569,O,Y,ML
EDERTON,ARDGAY,14967,N,Y,ML
EDERTON,TAIN,6900,N,Y,ML
EDGELAJ,BOOTLBJ,764,N,Y,UB
EDGELAJ,BOOTLEJ,7121,N,Y,DB
EDGELAJ,OLIVEMJ,593,N,Y,Chord
EDGH,EDGHSB,524,O,Y,FL
EDGH,EDGHSB,524,O,Y,SL
EDGH,LVRPLCS,697,O,Y,FL
EDGH,LVRPLCS,697,O,Y,SL
EDGH,TUEBFHH,200,N,N,OO
EDGHCMD,EDGHSB,60,?,N,OO
EDGHDHS,WVRTREJ,750,?,N,UDR
EDGHDWG,EDGHGTS,609,?,N,[1]
EDGHDWG,EDGHGTS,609,?,N,OO
EDGHDWG,EDGHSB,664,?,N,[1]
EDGHSB,BOOTLBJ,423,O,Y,ChatMoss
EDGHSB,EDGH,524,O,Y,SL
EDGHSB,EDGH,524,O,Y,FL
EDGHSB,EDGHDHS,750,?,N,OO
EDGHSB,EDGHDWG,664,?,N,OO
EDGHSB,EDGHGTS,48,?,N,OO
EDGHSB,WVRTREJ,1509,O,Y,ML
EDIDBRY,BAGE,1469,O,Y,DSt
EDIDBRY,GATLEY,1891,O,Y,USt
EDIN813,ABHLJN,443,O,Y,NL
EDIN815,EDINBUR,460,O,Y,DS
EDINBUR,EDIN813,362,O,Y,NL
EDINBUR,PRNCSTG,644,O,Y,SL
EDINBUR,PRNCSTG,644,O,Y,NL
EDINGWY,DLMYJN,5841,N,Y,ML
EDINGWY,STHGYLE,1239,N,Y,ML
EDINPRK,HAYMRWJ,4003,O,Y,OO
EDINPRK,NWBG,6051,O,Y,OO
EDMNGRN,BYSTJN,886,O,Y,DED
EDMNGRN,SIVRST,805,O,Y,USY
EDNB,GODSTON,7865,3,Y,OO
EDNB,PNSHRST,8047,3,Y,OO
EDNT,HEVER,2837,N,Y,OO
EDNT,HRSTJN,6684,N,Y,UU
EDPK,ELMERSE,2153,3,Y,OO
EDPK,WWICKHM,1308,3,Y,OO
EDULWCH,CFTNRJN,1127,3,Y,PL
EDULWCH,NDULWCH,837,3,Y,OO
EFARLGH,MSTONEW,2936,3,Y,DM
EFARLGH,WTRNGBY,4787,3,Y,OO
EFLDPL,CWLRSWJ,40,O,Y,DPL
EFNG322,HRSLEY,1242,3,Y,OO
EFNGHMJ,BOOKHAM,2736,3,Y,OO
EFNGHMJ,CBHMSDA,3762,3,Y,OO
EFNGHMJ,EFNG322,400,3,Y,OO
EFNGHMJ,EFNGJNK,403,?,?,OO
EFNGJNK,EFNGSHD,502,?,?,OO
EGBRFLH,EGBRGBF,80,N,N,[1]
EGBRFLH,EGBROPS,250,N,N,[1]
EGBRGBF,WHTBJCN,2494,N,N,OO
EGBROPS,EGBRGBF,110,N,N,OO
EGHAM,STAINES,3218,3,Y,Reading
EGHAM,VRGNWTR,3476,3,Y,OO
EGLNSTJ,GLGCBSJ,410,O,Y,2
EGLNSTJ,GLGCBSJ,410,O,Y,4
EGLNSTJ,LRKFLDJ,1287,O,Y,FL
EGLNSTJ,LRKFLDJ,1287,O,Y,SL
EGLNSTJ,MRHSNJ,643,O,Y,OO
EGLSCDL,EGLSCLF,0,?,?,[2]
EGLSCLF,ALLENSW,1106,N,Y,OO
EGLSCLF,EGLSCDL,400,?,?,[1]
EGLSCLF,STOCCJN,2192,?,Y,OO
EGLSCLF,YAAM,4003,?,Y,OO
EGNGTNJ,NSJDRBY,5291,N,Y,OO
EGNGTNJ,TUTBURY,3138,N,Y,OO
EGRFRTH,GARFRTH,945,?,Y,OO
EGRFRTH,PECKFSB,2374,?,Y,OO
EGRNSID,EGRNSTD,342,?,N,UEG
EGRNSTD,DORMANS,3685,3,Y,OO
EGRNSTD,EGRNSID,342,?,N,DEG
EHBJN,BLUANCR,1150,3,Y,2
EHBJN,BLUANCR,1150,3,Y,3
EHBJN,BLUANCR,1150,3,Y,6
EHBJN,NKENTEJ,420,3,Y,1
EHBJN,NKENTEJ,420,3,Y,4
EHMDCEJ,BARKING,362,O,Y,ML
EHMDCEJ,EHMEMUD,732,O,?,ML
EHMDCEJ,EHMEMUD,732,O,Y,UFT
EHMEMUD,EHMDCEJ,732,O,Y,ML
EHMEMUD,WHAMHL,2961,O,Y,OO
EHOLMSB,LINCLNC,382,?,Y,SL
EHOLMSB,WHOLMSJ,985,?,N,GL
EHOLMSB,WHOLMSJ,985,?,Y,SL
EJSTNGB,STNGBRN,825,3,Y,ML
EJSTNGB,STNGMJN,463,3,Y,OO
EJSTNGB,STNGWJN,564,3,Y,OO
ELCT,KNSGHST,490,?,?,[4]
ELCT,KNSGHST,540,?,?,[2]
ELCT,SKENSIN,1000,?,?,EB
ELCT,SKENSIN,480,?,?,WB
ELDR143,ELDRSLI,200,O,Y,DA
ELDRDBS,ELDRSCE,0,?,N,OO
ELDRDRS,ELDRDBS,0,?,N,OO
ELDRSCE,ELDRDRS,0,?,N,OO
ELDRSLI,ELDRUPL,0,O,Y,UPL
ELDRSLI,JOHNSTN,2071,O,Y,DA
ELDRSLI,PSLYGST,3600,O,Y,UA
ELDRUPL,ELDRSCE,288,?,N,OO
ELDRUPL,ELDRSLI,0,O,Y,UPL
ELFORDL,TMWTHHL,6800,N,Y,OO
ELFORDL,WICHNRJ,5190,N,Y,OO
ELGH,ELGH105,694,3,Y,SL
ELGH,ELGH222,150,3,Y,FL
ELGH,ELGH228,161,?,Y,OO
ELGH,ELGHENY,694,?,N,W
ELGH,SOTPKWY,2236,3,Y,DN
ELGH105,ELGHABK,694,3,Y,SL
ELGH222,ELGHABK,1238,3,Y,FL
ELGH225,ELGH,50,?,N,OO
ELGH225,ELGHENY,694,?,N,S
ELGH225,ELGHMY,50,?,N,OO
ELGH228,ELGHEJN,100,?,Y,OO
ELGH230,ELGH,209,3,Y,SL
ELGH241,ELGHBRM,32,?,N,ERC
ELGH245,ELGHTMD,30,?,N,OO
ELGH245,ELGHWJN,673,?,N,OO
ELGH372,SHAWFD,502,3,Y,SL
ELGH85,ELGH,447,3,Y,SL
ELGH862,REDBDGE,302,N,Y,OO
ELGH97,ELGHEJN,0,N,Y,DM
ELGHABK,ELGH,1388,3,Y,FL
ELGHABK,ELGH230,1179,3,Y,SL
ELGHABK,ELGH372,4246,3,Y,SL
ELGHABK,ELGHENY,694,?,N,SDG
ELGHABK,ELGHENY,694,?,N,RCL
ELGHABK,SHAWFD,4748,3,Y,FL
ELGHAGG,ELGHSJN,1249,?,N,OO
ELGHDCS,ELGH225,352,?,N,SDG
ELGHDCS,ELGHSJN,804,?,N,OO
ELGHEJN,CSFD,3218,N,Y,OO
ELGHEJN,ELGH,261,?,Y,OO
ELGHEJN,ELGH97,0,N,Y,enfie
ELGHENY,ELGHHS,1,?,?,OO
ELGHENY,ELGHPAD,1713,?,N,OO
ELGHGBR,ELGHAFL,90,?,N,OO
ELGHGBR,ELGHTMD,110,?,N,OO
ELGHSJN,ELGHAFL,1440,?,N,OO
ELGHSJN,ELGHMY,200,?,N,OO
ELGHSJN,ELGHWJN,30,3,Y,PS
ELGHSJN,HEDGEND,4666,3,Y,OO
ELGHTMD,ELGH243,532,?,N,OO
ELGHWJN,ELGH,101,3,Y,OO
ELGHWJN,ELGH241,10,?,N,ERC
ELGHWJN,ELGH243,171,?,N,OO
ELGHWJN,ELGHDCS,10,?,N,OO
ELGIN,ELGINSB,321,N,Y,DM
ELGIN,ELGINY,322,?,N,OO
ELGINSB,ELGIN,321,N,Y,UM
ELLAND,BRHOUSE,3911,N,Y,OO
ELLAND,GRTLNDJ,1030,N,Y,OO
ELLBNLL,HIGH321,50,?,?,TL
ELLBNLL,WSBRNRJ,181,?,?,TL
ELLBNTH,CANALJ,1700,3,Y,UELL
ELLBSTH,NEWXGTE,50,3,Y,DELL
ELMERSE,CLOCKHS,1288,3,Y,OO
ELMERSE,EDPK,2153,3,Y,OO
ELMSWEL,HAGHLYJ,5488,N,Y,OO
ELMSWEL,THUSTON,7080,N,Y,OO
ELMTNAC,CRWLL,212,N,Y,UMF
ELMTNAC,WHWLL,1992,N,Y,DMF
ELMW,CHSLHRS,1569,3,Y,SL
ELMW,CHSLHRS,1569,3,Y,FL
ELMW,GRVPK,2071,3,Y,SL
ELMW,GRVPK,2071,3,Y,FL
ELPHNAC,LBGHJN,3238,3,Y,FL
ELPHNAC,LBGHJN,3238,3,Y,SL
ELPHNAC,SWKBDGJ,403,3,Y,FL
ELPHNAC,SWKBDGJ,403,3,Y,SL
ELSC,CHPLTWN,5030,N,Y,OO
ELSC,WOMBWEL,2515,N,Y,OO
ELSENHM,NEWPRTE,6872,O,Y,DL
ELSENHM,STANNJN,1851,O,Y,UML
ELSHAM,SCNTAPP,7523,N,Y,OO
ELSHAM,WRAWBYJ,3238,N,Y,OO
ELSMGBF,ELSMPRT,2700,N,N,OO
ELSMPDB,ELSMMWF,70,N,N,OO
ELSMPFH,ELSMGBF,20,N,N,OO
ELSMPFH,ELSMPDB,50,N,N,OO
ELSMPRT,ELSMUDG,523,N,Y,OO
ELSMPRT,OPOL,1931,3,Y,OO
ELSMUDG,ELSMPRT,523,N,Y,OO
ELSMUDG,STNLWAT,3158,N,Y,OO
ELSTGBF,ELSTORS,0,?,N,
ELSTGBF,ELSTOW,402,?,N,SL
ELSTOW,AMPTNLS,8088,O,Y,SL
ELSTOW,BEDFDS,2413,O,Y,SL
ELTHAM,FALCNWD,1932,3,Y,OO
ELTHAM,KIDBROK,1952,3,Y,OO
ELTON,ASLCKTN,2977,N,Y,OO
ELTON,BOTESWJ,2333,N,Y,OO
ELTR,MLHB,4968,O,Y,FL
ELTR,MLHB,4968,O,Y,SL
ELTR,RADLETJ,3178,O,Y,SL
ELTR,RADLETJ,3178,O,Y,FL
ELWD,THELAKS,1307,?,Y,OO
ELWD,WYTH,1729,?,Y,OO
ELYY,ELYYDLN,627,?,Y,UL
ELYY,ELYYNJN,2156,O,Y,DL
ELYY,ELYYUGL,50,N,N,UL
ELYY259,ELYYDLN,362,N,Y,OO
ELYY776,LTLPORT,5890,?,?,DL
ELYYDLN,ELYY,627,?,?,DL
ELYYDLN,ELYY,627,?,Y,DGL
ELYYDLN,ELYYREC,1190,?,N,DGL
ELYYDLN,WATBECH,14129,O,Y,UL
ELYYNJN,ELYY,2156,O,Y,UL
ELYYNJN,ELYY776,563,?,?,DL
ELYYNJN,ELYYPAW,81,?,N,OO
ELYYNJN,ELYYWJN,1087,N,Y,RVL
ELYYNJN,ELYYWJN,1087,N,Y,OO
ELYYNJN,SPHL,8530,N,Y,OO
ELYYPAW,ELYYFLT,15,?,?,[1]
ELYYPAW,ELYYGBF,5,?,?,[1]
ELYYPAW,ELYYPAP,10,?,?,[1]
ELYYREC,ELYY,1818,?,N,DGL
ELYYUGL,ELYYDLN,498,?,N,UDG
ELYYWJN,CHTISHM,1931,N,Y,OO
ELYYWJN,ELYYNJN,1087,N,Y,OO
EMALING,BARMING,2796,3,Y,OO
EMALING,WMALING,1670,3,Y,OO
EMBKMNT,SKENSIN,1900,?,?,WB
EMBKMNT,SKENSIN,1900,?,?,EB
EMPKWAY,LOGHBNJ,10050,N,Y,FL
EMPKWAY,LOGHBNJ,10050,N,Y,SL
EMPKWAY,RATCLFJ,282,N,Y,SL
EMPKWAY,RATCLFJ,282,N,Y,FL
EMRSPKH,UPMNSP6,2253,O,Y,OO
EMSWTH,SBOURNE,2286,3,Y,OO
EMSWTH,WRBLNGT,1932,3,Y,OO
ENFC,GORDONH,1207,O,Y,ML
ENFC,GRPK,1087,O,Y,OO
ENFL531,ENFLDTN,403,?,?,UED
ENFLDLK,BRIMSDN,1674,O,Y,UC
ENFLDLK,WALHAMX,1255,O,Y,DC
ENFLDTN,BHILLPK,1062,O,Y,UED
ENFLDTN,ENFL531,403,?,?,UED
ENTWISL,BRMCRSS,4868,N,Y,ML
EPCKHMR,EPCKHMT,442,3,Y,OO
EPCKHMR,YALDING,1308,3,Y,OO
EPCKHMT,EPCKGBF,0,?,N,
EPHT,LRDDEAC,400,4,Y,21
EPSDNS,BANSTED,2012,3,Y,OO
EPSM,ASHD,3238,3,Y,OO
EPSM,EPSM181,1,3,Y,UE
EPSM,EPSM456,375,3,Y,PL
EPSM,EPSMDS,202,?,?,
EPSM,EPSMUS,201,?,?,OO
EPSM181,EPSM444,5,?,Y,UE
EPSM444,EWELW,1366,3,Y,UE
EPSM456,EWELLE,2104,3,Y,OO
EPUTNEY,STHFLDS,1557,?,?,DDL
ERDNGTN,CHSRD,926,O,Y,OO
ERDNGTN,GRAVLYH,1871,O,Y,OO
ERGNCHP,ABER,1026,N,Y,DML
ERGNCHP,LLBRDCH,2273,N,Y,UML
ERIDGE,ASHUJN,3179,N,Y,OO
ERIDGE,CBGH,5633,N,Y,OO
ERIGCRO,ANNAN,4342,N,Y,OO
ERIGCRO,ERIGMOD,50,?,N,
ERIGCRO,GRETGRN,9996,N,Y,OO
ERITH,BELVEDR,2071,3,Y,UM
ERITH,SLADEGN,1850,3,Y,DM
ERITHLP,BRNHPSJ,482,3,Y,UEL
ERITHLP,SLADEGN,120,3,Y,DEL
ERLEFHH,ERLESDG,0,?,N,SDG1
ERLEFHH,ERLESDG,0,?,N,SDG2
ERLEHES,ERLESDG,0,?,N,SDG1
ERLES31,EDALE,2454,N,Y,ML
ERLESDG,EARLFHH,0,N,N,SDG2
ERLESDG,ERLEHES,0,?,N,SDG2
ERLESDG,ERLES31,3862,N,Y,ML
ERLESDG,HOPD,1529,N,Y,ML
ERLFLD,CLPHMJM,2675,3,Y,SL
ERLFLD,CLPHMJM,2675,3,Y,FL
ERLFLD,DRNSFDR,1449,3,Y,FL
ERLFLD,DRNSFDR,1449,3,Y,SL
ERLSTSJ,ERLSTWN,200,O,Y,DULC
ERLSTSJ,ERLSTWN,200,O,Y,DE
ERLSTSJ,WINWCKJ,2293,O,Y,Earlestown
ERLSTWJ,ERLSUDL,624,O,Y,ChatMoss
ERLSTWJ,ERLSUDL,624,O,Y,DCM
ERLSTWN,ERLSTSJ,200,O,Y,UE
ERLSTWN,ERLSTWJ,141,O,Y,ML
ERLSTWN,ERLSTWJ,141,O,Y,ChatMoss
ERLSTWN,NWTNLW,1649,O,Y,ML
ERLSUDL,ERLSTWN,765,O,Y,UCM
ERLSUDL,STHLNSJ,3822,O,Y,ChatMoss
ERLY,RDNGSJN,3122,3,Y,Reading
ERLY,WINETGL,1791,3,Y,OO
ERROLCE,ERROLLC,50,?,N,
ERROLLC,BHLP,14870,N,Y,OO
ERROLLC,LFGNLC,7725,N,Y,ML
ERSTHCS,MTHLWST,2133,?,N,OO
ESHER,HCRTJN,1689,3,Y,SL
ESHER,HCRTJN,1689,3,Y,FL
ESHER,HERSHAM,2455,3,Y,FL
ESHER,HERSHAM,2455,3,Y,SL
ESHS,BLAIRHL,4123,O,Y,OO
ESHS,GARROWH,1610,O,Y,OO
ESJLEDS,HNSLTSJ,2856,?,Y,ML
ESJLEDS,HOLBFHH,40,?,N,[1]
ESJLEDS,LEED629,300,?,Y,ML
ESJLEDS,WHRDJN,683,?,Y,DWC
ESKBANK,KGSGJN,1812,N,Y,DB
ESSEXRD,HGHI,844,3,Y,OO
ESSEXRD,OLDST,1890,3,Y,OO
ESTFLDS,MITCHMJ,2896,3,Y,OO
ESTFLDS,STRESJN,2704,3,Y,OO
ESTHRAK,BRMB,1790,3,Y,UC
ESTHRAK,HOOTON,1206,3,Y,DC
ESTRNGT,GLBRDYK,3761,?,Y,OO
ESTRNGT,HOWDEN,4908,?,Y,OO
ESTSOMJ,BLBGJN,6820,N,Y,UM
ESTSOMJ,BRUTON,8369,N,Y,DM
ESTSOMJ,MERHDQJ,5794,N,N,OO
ETCHNGM,RBRTSBD,3481,3,Y,DH
ETCHNGM,SNGT,5793,3,Y,OO
ETILBRY,THMSHVJ,2156,O,Y,OO
ETILBRY,TLBYWJ,4844,O,Y,OO
ETRUGJN,ETRURIA,1509,O,Y,FL
ETRUGJN,LNGP,2073,O,Y,ML
ETRUGJN,STOKGRA,615,N,N,GL
ETRUGJN,STOKGRA,615,N,N,SHL
ETRURIA,ETRUGJN,1509,N,N,DGL
ETRURIA,ETRUGJN,1509,O,Y,FL
ETRURIA,STOK439,64,N,N,UG
ETRURIA,STOK540,0,N,N,GL
ETRURIA,STOKNEW,463,O,Y,ML
EURODS,EUROHS,1625,?,N,OO
EUROHS,CHUNCTR,0,?,Y,CTRL
EUSKBCH,EUSKJN,448,?,?,BCH
EUSKJN,EUSKFHH,647,?,N,OO
EUSKJN,EUSKORB,1891,?,N,Uef
EUSKJN,LWERWJN,1428,N,Y,ML
EUSKJN,LWERWJN,1428,N,Y,RL
EUSKJN,MAINDEJ,1448,N,Y,RL
EUSKJN,MAINDEJ,1448,N,Y,ML
EUSKJNY,EUSKBCH,1000,?,?,BCH
EUSKJNY,EUSKFHH,500,?,N,
EUSKORB,EUSKBDP,1690,?,N,OO
EUST102,EUST104,994,O,Y,D
EUST104,CMDNSTH,50,O,Y,D
EUST284,EUST102,1,O,Y,DC
EUST284,EUST473,1,B,Y,CB
EUST284,EUSTON,50,B,Y,C
EUST286,CMDNSTH,50,B,Y,C
EUST286,EUST284,994,B,Y,C
EUST308,EUST473,994,B,Y,B
EUST310,CMDNSTH,0,?,?,EL
EUST473,EUST284,1,B,Y,BC
EUST473,EUSTON,50,B,Y,B
EUST488,EUSTON,50,O,Y,A
EUST501,EUST488,50,O,Y,A
EUST510,EUST512,994,O,Y,X
EUST512,CMDNSTH,50,O,Y,X
EUST512,EUSTON,1044,?,?,
EUST610,CMDNSTH,50,O,Y,E
EUSTBOR,EUSTON,402,O,N,BORN
EUSTDCN,EUSTBOR,980,?,N,OO
EUSTON,EUST102,50,O,Y,D
EUSTON,EUST510,50,O,Y,X
EUSTON,EUST610,1044,O,Y,E
EUSTON,EUSTBOR,402,O,N,BORS
EUSTON,EUSTUCS,403,?,N,OO
EUXT,BALSHWL,1509,O,Y,SL
EUXT,EUXTONJ,2112,O,Y,SL
EUXTONJ,BALSHWL,3621,O,Y,FL
EUXTONJ,CHORBUK,1307,O,Y,ML
EUXTONJ,EUXT,2112,O,Y,SL
EUXTONJ,LEYLAND,2253,O,Y,SL
EUXTONJ,LEYLAND,2253,O,Y,FL
EVESHAM,EVESWJN,1500,N,Y,DC
EVESHAM,HONYNJN,8332,N,Y,UC
EVESWJN,EVESHAM,1500,N,Y,UC
EVESWJN,PERSHOR,8000,N,Y,UDC
EVNTNIB,DINGWAL,11265,N,Y,OO
EWELLE,CHEAM,2237,3,Y,OO
EWELLE,EPSM,2479,3,Y,OO
EWELW,EPSM,2012,3,Y,OO
EWELW,STLEIGH,1690,3,Y,OO
EWERSTJ,MTRPLTJ,160,3,Y,DSH
EWERSTJ,MTRPLTJ,160,3,Y,DCX
EWERSTJ,WLOE,845,3,Y,SL
EWERSTJ,WLOE,845,3,Y,FL
EWRTHNG,LNCG,2314,3,Y,OO
EWRTHNG,WORTHNG,1449,3,Y,DB
EXET335,EXETRSD,50,N,Y,WD
EXET664,CWLYBDG,1781,N,Y,UM
EXET677,EXETRSD,0,N,Y,UM
EXET679,EXETRSD,0,N,Y,DM
EXET681,EXETRST,50,N,Y,ML
EXET681,STRCROS,12220,N,Y,OO
EXET730,STJAMSP,304,N,Y,US
EXETE35,EXETRSD,804,N,Y,UM
EXETERC,EXET335,1189,N,Y,DM
EXETERC,EXET730,460,N,Y,US
EXETMBS,EXETGBR,5,?,N,OO
EXETOY,EXETRSD,183,?,?,OO
EXETRFP,EXETTMD,50,?,N,OO
EXETRRY,CWLYBDG,906,?,Y,UG
EXETRSD,EXET664,150,?,?,UM
EXETRSD,EXET677,0,N,Y,UM
EXETRSD,EXET679,0,N,Y,DM
EXETRSD,EXETERC,1239,N,Y,UM
EXETRSD,EXETRNY,50,?,N,OO
EXETRSD,EXETRRY,724,?,N,OO
EXETRSD,EXETRST,1488,N,Y,DM
EXETRSD,EXETTMD,50,N,N,OO
EXETRST,EXETE35,684,N,Y,UM
EXETRST,EXETGBR,1388,?,N,OO
EXHIBDS,ANDRSTN,805,?,N,SDG
EXHIBTC,ANDRSTN,824,O,Y,OO
EXHIBTC,FNSTNEJ,744,O,Y,OO
EXMOCE,EXMOJCW,50,?,N,OO
EXMOJCW,EXMOTHJ,315,?,N,OO
